tournament,platform,video_id,watch_url,title,channel,channel_id,duration_seconds,detected_year,detected_round,best_match_id,match_score,minimum_player_score,match_status,source_collections,research_confidence,last_checked_utc
Australian Open,youtube,-XBFuCnIp9s,https://www.youtube.com/watch?v=-XBFuCnIp9s,Tsonga vs Nadal - Australian Open 2008 SF,Pray4Rafa,UCWGoObQdTAGzWt9nCPLZ61Q,743,2008,SF,australian-open-2008-men-sf-jo-wilfried-tsonga-rafael-nadal,0.500,0.500,unmatched_target_round_candidate,"""Jo-Wilfried Tsonga"" ""Mikhail Youzhny"" 2008 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,x8sfj9nuTjo,https://www.youtube.com/watch?v=x8sfj9nuTjo,【HD】Sharapova v. Henin | Australian Open 2008 QF Highlights,ACX Tennis,UCKvL6sNLmkcYVy0RMNlt9Tg,892,2008,QF,australian-open-2008-women-qf-justine-henin-maria-sharapova,0.250,0.000,unmatched_target_round_candidate,"""Justine Henin"" ""Maria Sharapova"" 2008 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,jNr9t7aOTv8,https://www.youtube.com/watch?v=jNr9t7aOTv8,2009 ABN AMRO QF R Nadal vs J W Tsonga SPA,Sports Honor,UCrWG7YtyGHMUB5KUaP0w97A,8919,2009,QF,australian-open-2009-men-qf-fernando-verdasco-jo-wilfried-tsonga,0.459,0.293,unmatched_target_round_candidate,"""Fernando Verdasco"" ""Jo-Wilfried Tsonga"" 2009 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,tHv6deBE7ow,https://www.youtube.com/watch?v=tHv6deBE7ow,"2009 Australian Open QF R,Nadal vs G Simon CD1",Sports Honor,UCrWG7YtyGHMUB5KUaP0w97A,1906,2009,QF,australian-open-2009-men-qf-gilles-simon-rafael-nadal,0.554,0.500,unmatched_target_round_candidate,"""Gilles Simon"" ""Rafael Nadal"" 2009 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,EFaL1yj1wM4,https://www.youtube.com/watch?v=EFaL1yj1wM4,"2009 Australian Open QF R,Nadal vs G Simon CD2",Sports Honor,UCrWG7YtyGHMUB5KUaP0w97A,2735,2009,QF,australian-open-2009-men-qf-gilles-simon-rafael-nadal,0.554,0.500,unmatched_target_round_candidate,"""Gilles Simon"" ""Rafael Nadal"" 2009 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,I7gN5L-YHoA,https://www.youtube.com/watch?v=I7gN5L-YHoA,"2009 Australian Open QF R,Nadal vs G Simon CD3",Sports Honor,UCrWG7YtyGHMUB5KUaP0w97A,2745,2009,QF,australian-open-2009-men-qf-gilles-simon-rafael-nadal,0.554,0.500,unmatched_target_round_candidate,"""Gilles Simon"" ""Rafael Nadal"" 2009 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,9q4A8rqP6O8,https://www.youtube.com/watch?v=9q4A8rqP6O8,Dinara Safina Reflects on Heartbreaking Loss to Serena in 2009 Final | AO Active,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,217,2009,F,australian-open-2009-women-f-dinara-safina-serena-williams,0.750,0.500,unmatched_target_round_candidate,"""Dinara Safina"" ""Serena Williams"" 2009 Australian Open final full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,-Qp6Wdbnz5Q,https://www.youtube.com/watch?v=-Qp6Wdbnz5Q,Rafael Nadal vs Gilles Simon Australian Open 2009 Cuartos de Final,Fernando Eyzaguirre,UCi4JHFtbOz7HYHSL0UBn0Qw,9102,2009,F,australian-open-2009-men-f-rafael-nadal-roger-federer,0.660,0.320,unmatched_target_round_candidate,"""Gilles Simon"" ""Rafael Nadal"" 2009 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,Gg6-S62pnwQ,https://www.youtube.com/watch?v=Gg6-S62pnwQ,Roddick vs Djokovic ● AO 2009 QF Highlights,Glenn Nichols,UCR7wSmTnqfdplWpjUoi8wLg,1229,2009,QF,australian-open-2009-men-qf-andy-roddick-novak-djokovic,0.618,0.500,unmatched_target_round_candidate,"""Andy Roddick"" ""Novak Djokovic"" 2009 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,S2feVY-oceU,https://www.youtube.com/watch?v=S2feVY-oceU,Roger Federer vs Andy Roddick: Wimbledon Final 2009 (Full Match),Wimbledon,UCNa8NxMgSm7m4Ii9d4QGk1Q,16716,2009,F,australian-open-2009-men-f-rafael-nadal-roger-federer,0.660,0.320,unmatched_target_round_candidate,"""Andy Roddick"" ""Roger Federer"" 2009 Australian Open semifinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,OCUNHFnw1Dc,https://www.youtube.com/watch?v=OCUNHFnw1Dc,"Roger v Rafa recap, 2009 men's final FULL MATCH | Australian Open 2017",Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,15072,2009,F,australian-open-2009-men-f-rafael-nadal-roger-federer,0.509,0.462,unmatched_target_round_candidate,Australian Open - Search - full match,,2026-09-22T16:07:53+00:00
Australian Open,youtube,J3vWA9BR40w,https://www.youtube.com/watch?v=J3vWA9BR40w,Serena Williams vs Elena Dementieva | Wimbledon 2009 Semi-final | Full Match,Wimbledon,UCNa8NxMgSm7m4Ii9d4QGk1Q,10362,2009,SF,australian-open-2009-women-sf-elena-dementieva-serena-williams,1.000,1.000,unmatched_target_round_candidate,"""Elena Dementieva"" ""Serena Williams"" 2009 Australian Open semifinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,RICDQxycCG0,https://www.youtube.com/watch?v=RICDQxycCG0,Federer vs Davydenko | 2010 Australian Open QF | Condensed,7ennis Coverage,UCON_cpoe8kYY91BgY_XalfA,3749,2010,QF,australian-open-2010-men-qf-nikolay-davydenko-roger-federer,0.696,0.692,unmatched_target_round_candidate,"""Nikolay Davydenko"" ""Roger Federer"" 2010 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,VyUWWgIQJV4,https://www.youtube.com/watch?v=VyUWWgIQJV4,Federer vs Davydenko ● AO 2010 QF HD 50fps Highlights,Glenn Nichols,UCR7wSmTnqfdplWpjUoi8wLg,1580,2010,QF,australian-open-2010-men-qf-nikolay-davydenko-roger-federer,0.600,0.500,unmatched_target_round_candidate,"""Nikolay Davydenko"" ""Roger Federer"" 2010 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,pr2NuAvZS9k,https://www.youtube.com/watch?v=pr2NuAvZS9k,Murray vs Nadal ● AO 2010 QF HD 50fps Highlights,Glenn Nichols,UCR7wSmTnqfdplWpjUoi8wLg,2211,2010,QF,australian-open-2010-men-qf-andy-murray-rafael-nadal,0.603,0.500,unmatched_target_round_candidate,"""Andy Murray"" ""Rafael Nadal"" 2010 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,r9012GOkUfc,https://www.youtube.com/watch?v=r9012GOkUfc,Nadal vs Murray | 2010 Australian Open QF | Condensed,7ennis Coverage,UCON_cpoe8kYY91BgY_XalfA,2707,2010,QF,australian-open-2010-men-qf-andy-murray-rafael-nadal,0.647,0.588,unmatched_target_round_candidate,"""Andy Murray"" ""Rafael Nadal"" 2010 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,5Q_1IFczcxo,https://www.youtube.com/watch?v=5Q_1IFczcxo,Tsonga vs Djokovic - Australian Open 2010 QF Full Match,Pavel 4,UCWEiF-XLA6uXqwUlI43jdQA,12106,2010,QF,australian-open-2010-men-qf-jo-wilfried-tsonga-novak-djokovic,0.500,0.500,unmatched_target_round_candidate,"""Jo-Wilfried Tsonga"" ""Roger Federer"" 2010 Australian Open semifinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,sadn3S-EhLM,https://www.youtube.com/watch?v=sadn3S-EhLM,V. Williams v Li: 2010 Australian Open Quater Final Highlights,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,144,2010,F,australian-open-2010-women-f-justine-henin-serena-williams,0.493,0.267,unmatched_target_round_candidate,"""Na Li"" ""Serena Williams"" 2010 Australian Open semifinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,0fFrQuIgtIg,https://www.youtube.com/watch?v=0fFrQuIgtIg,李娜战胜大威挺进2010澳网四强 Li Na Won Quarterfinal of Australian Open 2010,yingyutong1,UCUSCSgqFM1YAteLpD36BuVg,35,2010,QF,australian-open-2010-women-qf-na-li-venus-williams,0.500,0.000,unmatched_target_round_candidate,"""Na Li"" ""Serena Williams"" 2010 Australian Open semifinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,4vy12s6ZtWk,https://www.youtube.com/watch?v=4vy12s6ZtWk,French Open 2011 SF - Schiavone Most Impressive Winners,Tennis History,UCNBza51wmUIO4Yn_USpBtxg,194,2011,SF,australian-open-2011-men-sf-andy-murray-david-ferrer,0.000,0.000,unmatched_target_round_candidate,"""Caroline Wozniacki"" ""Francesca Schiavone"" 2011 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,BFi9j4FYvSc,https://www.youtube.com/watch?v=BFi9j4FYvSc,Kooyong 2011 - Hewitt vs Davydenko (SF),C`moon Lleyton,UC3VttYUVSmi35bChd2uR91g,5988,2011,SF,australian-open-2011-men-sf-andy-murray-david-ferrer,0.317,0.133,unmatched_target_round_candidate,"""Andy Roddick"" ""Nikolay Davydenko"" 2005 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,A1WTOIB82fs,https://www.youtube.com/watch?v=A1WTOIB82fs,Nadal vs Ferrer - Australian Open 2011 QF Highlights,FastMan14,UCVfAylBVt7J3CM2ujn5S1TA,731,2011,QF,australian-open-2011-men-qf-david-ferrer-rafael-nadal,0.544,0.500,unmatched_target_round_candidate,"""David Ferrer"" ""Rafael Nadal"" 2011 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,nQxS_oYJx3Q,https://www.youtube.com/watch?v=nQxS_oYJx3Q,Djokovic VS Nadal - Australian Open 2012 - Final - Full Match HD,Best Tennis Matches,UCIKAodroMyHYV7zXT5tskqw,19585,2012,F,australian-open-2012-men-f-novak-djokovic-rafael-nadal,0.614,0.500,unmatched_target_round_candidate,"""Novak Djokovic"" ""Rafael Nadal"" 2012 Australian Open final full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,u5LLU8swG_k,https://www.youtube.com/watch?v=u5LLU8swG_k,Djokovic vs Ferrer - Australian Open 2012 QF Full Match,Pavel 4,UCWEiF-XLA6uXqwUlI43jdQA,9807,2012,QF,australian-open-2012-men-qf-david-ferrer-novak-djokovic,0.614,0.500,unmatched_target_round_candidate,"""David Ferrer"" ""Novak Djokovic"" 2012 Australian Open quarterfinal full match | ""David Ferrer"" ""Novak Djokovic"" 2012 US Open semifinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,iSEDGzhrUtc,https://www.youtube.com/watch?v=iSEDGzhrUtc,Djokovic vs Ferrer ● AO 2012 QF HD Highlights,Glenn Nichols,UCR7wSmTnqfdplWpjUoi8wLg,2209,2012,QF,australian-open-2012-men-qf-david-ferrer-novak-djokovic,0.614,0.500,unmatched_target_round_candidate,"""David Ferrer"" ""Novak Djokovic"" 2012 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,YuXZLIHfLTQ,https://www.youtube.com/watch?v=YuXZLIHfLTQ,Djokovic vs Murray - Australian Open 2012 SF Full Match,Pavel 4,UCWEiF-XLA6uXqwUlI43jdQA,15886,2012,SF,australian-open-2012-men-sf-andy-murray-novak-djokovic,0.614,0.500,unmatched_target_round_candidate,"""Andy Murray"" ""Novak Djokovic"" 2012 Australian Open semifinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,4Ld5fWZLHLQ,https://www.youtube.com/watch?v=4Ld5fWZLHLQ,Djokovic vs. Nadal | Australian Open Final 2012 | Condensed Match | 4K 50FPS,Sports In HD,UCsvt_YJHQt5HvPfAznc31kQ,7558,2012,F,australian-open-2012-men-f-novak-djokovic-rafael-nadal,0.658,0.588,unmatched_target_round_candidate,"""Novak Djokovic"" ""Rafael Nadal"" 2012 Australian Open final full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,8L5Q5RmxoI8,https://www.youtube.com/watch?v=8L5Q5RmxoI8,Nadal vs Berdych AO 2012 QF Full Match HD (English Commentary),Hombre Nadal,UC75SIuhn70oM3tr5u-oD57Q,15601,2012,QF,australian-open-2012-men-qf-rafael-nadal-tomas-berdych,0.544,0.500,unmatched_target_round_candidate,"""Novak Djokovic"" ""Tomas Berdych"" 2013 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,rrM2V0e6nKE,https://www.youtube.com/watch?v=rrM2V0e6nKE,Almagro (almost) beat Ferrer at Australian Open 2013 Quarterfinals,th3 one and 0nly,UC8zBD0hJYIRkk3hfKHexgnA,448,2013,QF,australian-open-2013-men-qf-david-ferrer-nicolas-almagro,0.500,0.500,unmatched_target_round_candidate,"""David Ferrer"" ""Nicolas Almagro"" 2013 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,XOWZMYayLYI,https://www.youtube.com/watch?v=XOWZMYayLYI,David Ferrer vs Rafael Nadal: 2013 Acapulco Final - Part 2,Frank West,UCC8QVSgSBMfC-GjMc_ejqIg,765,2013,F,australian-open-2013-men-f-andy-murray-novak-djokovic,0.293,0.151,unmatched_target_round_candidate,"""David Ferrer"" ""Rafael Nadal"" 2011 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,NP7KweBk7ho,https://www.youtube.com/watch?v=NP7KweBk7ho,Djokovic vs Ferrer - Australian Open 2013 SF Full Match,Pavel 4,UCWEiF-XLA6uXqwUlI43jdQA,4765,2013,SF,australian-open-2013-men-sf-david-ferrer-novak-djokovic,0.614,0.500,unmatched_target_round_candidate,"""David Ferrer"" ""Novak Djokovic"" 2012 Australian Open quarterfinal full match | ""David Ferrer"" ""Novak Djokovic"" 2013 Australian Open semifinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,EN4Q2zu4oyY,https://www.youtube.com/watch?v=EN4Q2zu4oyY,Djokovic vs. Ferrer - Australian open 2013 SF. Highlights (HD),NOLE DJ90,UCJ0AAFu39UMCxB3hGPLyiCw,784,2013,SF,australian-open-2013-men-sf-david-ferrer-novak-djokovic,0.614,0.500,unmatched_target_round_candidate,"""David Ferrer"" ""Novak Djokovic"" 2013 Australian Open semifinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,_Z4OXjwdNt0,https://www.youtube.com/watch?v=_Z4OXjwdNt0,FULL MATCH 2013 Australian Open – Men's Singles Semi Finals Federer v Murray,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,15644,2013,SF,australian-open-2013-men-sf-andy-murray-roger-federer,0.500,0.500,unmatched_target_round_candidate,"""Andy Murray"" ""Roger Federer"" 2013 Australian Open semifinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,E7UZ_7iTdvM,https://www.youtube.com/watch?v=E7UZ_7iTdvM,Murray vs Federer - Australian Open 2013 SF Full Match,Pavel 4,UCWEiF-XLA6uXqwUlI43jdQA,14044,2013,SF,australian-open-2013-men-sf-andy-murray-roger-federer,0.603,0.500,unmatched_target_round_candidate,"""Andy Murray"" ""Roger Federer"" 2013 Australian Open semifinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,cPro-y7rij8,https://www.youtube.com/watch?v=cPro-y7rij8,Dominika Cibulkova interview (quarterfinal) - 2014 Australian Open,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,88,2014,QF,australian-open-2014-women-qf-dominika-cibulkova-simona-halep,0.500,0.000,unmatched_target_round_candidate,"""Dominika Cibulkova"" ""Simona Halep"" 2014 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,ZLi0UFOGb4k,https://www.youtube.com/watch?v=ZLi0UFOGb4k,Dominika Cibulkova interview (semifinal) - 2014 Australian Open,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,85,2014,SF,australian-open-2014-women-sf-agnieszka-radwanska-dominika-cibulkova,0.500,0.000,unmatched_target_round_candidate,"""Agnieszka Radwanska"" ""Dominika Cibulkova"" 2014 Australian Open semifinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,qu6DgA_PVwo,https://www.youtube.com/watch?v=qu6DgA_PVwo,Andy Murray through to the French Open 2015 quarter-finals victory over Jeremy Chardy at,World Football,UCaAaUMwdcivgwwuMu_Vl3MQ,232,2015,QF,australian-open-2015-men-qf-andy-murray-nick-kyrgios,0.500,0.000,unmatched_target_round_candidate,"""Andy Murray"" ""Jeremy Chardy"" 2013 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,QN_NVyTG2xk,https://www.youtube.com/watch?v=QN_NVyTG2xk,Berdych vs Nadal ● AO 2015 QF HD 50fps Highlights,Glenn Nichols,UCR7wSmTnqfdplWpjUoi8wLg,1169,2015,QF,australian-open-2015-men-qf-rafael-nadal-tomas-berdych,0.600,0.500,unmatched_target_round_candidate,"""Rafael Nadal"" ""Tomas Berdych"" 2015 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,emJFYKPf_VI,https://www.youtube.com/watch?v=emJFYKPf_VI,Dominika Cibulkova interview (QF) - Australian Open 2015,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,127,2015,QF,australian-open-2015-women-qf-dominika-cibulkova-serena-williams,0.500,0.000,unmatched_target_round_candidate,"""Dominika Cibulkova"" ""Serena Williams"" 2015 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,ZlG4nhkwAq0,https://www.youtube.com/watch?v=ZlG4nhkwAq0,Massive tennis! Wawrinka v Nishikori (QF) - Australian Open 2015,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,78,2015,QF,australian-open-2015-men-qf-kei-nishikori-stan-wawrinka,0.583,0.500,unmatched_target_round_candidate,"""Kei Nishikori"" ""Stan Wawrinka"" 2015 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,RbTms4k8Lhg,https://www.youtube.com/watch?v=RbTms4k8Lhg,Match Point: Tomas Berdych (QF) - Australian Open 2015,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,305,2015,QF,australian-open-2015-men-qf-rafael-nadal-tomas-berdych,0.500,0.000,unmatched_target_round_candidate,"""Rafael Nadal"" ""Tomas Berdych"" 2015 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,TRquELsAFBE,https://www.youtube.com/watch?v=TRquELsAFBE,Preview: Williams v Cibulkova (QF) - Australian Open 2015,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,110,2015,QF,australian-open-2015-women-qf-dominika-cibulkova-serena-williams,0.605,0.500,unmatched_target_round_candidate,"""Dominika Cibulkova"" ""Serena Williams"" 2015 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,QMEuBkmYEyw,https://www.youtube.com/watch?v=QMEuBkmYEyw,2016 China Open Quarterfinal | Agnieszka Radwanska vs Yaroslava Shvedova | WTA Highlights,WTA,UCaBIVVpHjq6j3tSyxwTE-8Q,182,2016,QF,australian-open-2016-women-qf-agnieszka-radwanska-carla-suarez-navarro,0.737,0.474,unmatched_target_round_candidate,"""Kate Makarova"" ""Simona Halep"" 2015 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,V5bUyIZzdPs,https://www.youtube.com/watch?v=V5bUyIZzdPs,2016 Qatar Total Open Semifinals | Carla Suarez Navarro vs Agnieszka Radwanska | WTA Highlights,WTA,UCaBIVVpHjq6j3tSyxwTE-8Q,183,2016,SF,australian-open-2016-women-sf-agnieszka-radwanska-serena-williams,0.676,0.353,unmatched_target_round_candidate,"""Agnieszka Radwanska"" ""Carla Suarez Navarro"" 2016 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,Em_gHRGZGCA,https://www.youtube.com/watch?v=Em_gHRGZGCA,2016 Toray Pan Pacific Open Semifinal | Caroline Wozniacki vs Agnieszka Radwanska | WTA Highlights,WTA,UCaBIVVpHjq6j3tSyxwTE-8Q,245,2016,SF,australian-open-2016-women-sf-agnieszka-radwanska-serena-williams,0.676,0.353,unmatched_target_round_candidate,"""Kate Makarova"" ""Maria Sharapova"" 2012 Australian Open quarterfinal full match | ""Kate Makarova"" ""Serena Williams"" 2014 US Open semifinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,PHpC46Xgeus,https://www.youtube.com/watch?v=PHpC46Xgeus,2016 Wuhan Open Quarterfinal Hot Shot | Agnieszka Radwanska,WTA,UCaBIVVpHjq6j3tSyxwTE-8Q,30,2016,QF,australian-open-2016-women-qf-agnieszka-radwanska-carla-suarez-navarro,0.500,0.000,unmatched_target_round_candidate,"""Kate Makarova"" ""Maria Sharapova"" 2013 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,Efwz4ZEqHfY,https://www.youtube.com/watch?v=Efwz4ZEqHfY,2016 Wuhan Open Semifinals WTA Highlights,WTA,UCaBIVVpHjq6j3tSyxwTE-8Q,210,2016,SF,australian-open-2016-men-sf-andy-murray-milos-raonic,0.000,0.000,unmatched_target_round_candidate,"""Kate Makarova"" ""Maria Sharapova"" 2015 Australian Open semifinal full match | ""Kate Makarova"" ""Simona Halep"" 2015 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,erNOdsYqYcs,https://www.youtube.com/watch?v=erNOdsYqYcs,Australian Open 2016: Kerber Ends Konta Dream run to set final vs Serena || Pastimers,Pastimers - World's Best & Worst,UCNQ_P-V5HmFdwbICgHH9kNg,128,2016,F,australian-open-2016-women-f-angelique-kerber-serena-williams,0.536,0.500,unmatched_target_round_candidate,"""Angelique Kerber"" ""Johanna Konta"" 2016 Australian Open semifinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,qDSpUaBeM74,https://www.youtube.com/watch?v=qDSpUaBeM74,Djokovic vs Nishikori (2016 Australian Open) Quarter-final Highlights,TennisHighlightsHD,UCvSVDGKflaj4txUGQ9z-LDw,687,2016,QF,australian-open-2016-men-qf-kei-nishikori-novak-djokovic,0.614,0.500,unmatched_target_round_candidate,"""Kei Nishikori"" ""Novak Djokovic"" 2016 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,XLuWkzZJNuo,https://www.youtube.com/watch?v=XLuWkzZJNuo,Novak Djokovic defeats Giles Simon in Five Sets to Advance to Australian Open 2016 Quarterfinal,Samkon Air,UC2wxPPVmPXGlUtIM5_mv11w,648,2016,QF,australian-open-2016-men-qf-kei-nishikori-novak-djokovic,0.500,0.000,unmatched_target_round_candidate,"""Kei Nishikori"" ""Novak Djokovic"" 2016 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,8tc4Wn_WAB0,https://www.youtube.com/watch?v=8tc4Wn_WAB0,Australian open 2017 QF: Stan Wawrinka vs Tsonga,Zero Uno,UCt-qU9x9l7zIIWr7AOe83bQ,677,2017,QF,australian-open-2017-men-qf-jo-wilfried-tsonga-stan-wawrinka,0.750,0.500,unmatched_target_round_candidate,"""Jo-Wilfried Tsonga"" ""Stan Wawrinka"" 2017 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,NkuQB36ffLI,https://www.youtube.com/watch?v=NkuQB36ffLI,Garbiñe Muguruza press conference (QF) | Australian Open 2017,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,158,2017,QF,australian-open-2017-women-qf-coco-vandeweghe-garbine-muguruza,0.500,0.000,unmatched_target_round_candidate,"""Coco Vandeweghe"" ""Garbine Muguruza"" 2017 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,S3PzcWJJ-oU,https://www.youtube.com/watch?v=S3PzcWJJ-oU,Goffin v Dimitrov match highlights (QF) | Australian Open 2017,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,242,2017,QF,australian-open-2017-men-qf-david-goffin-grigor-dimitrov,0.583,0.500,unmatched_target_round_candidate,"""David Goffin"" ""Grigor Dimitrov"" 2017 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,usOa6QUHwZk,https://www.youtube.com/watch?v=usOa6QUHwZk,Johanna Konta press conference (QF) | Australian Open 2017,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,324,2017,QF,australian-open-2017-women-qf-johanna-konta-serena-williams,0.500,0.000,unmatched_target_round_candidate,"""Johanna Konta"" ""Serena Williams"" 2017 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,ZstpXB_5NhQ,https://www.youtube.com/watch?v=ZstpXB_5NhQ,Karolina Pliskova press conference (QF) | Australian Open 2017,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,223,2017,QF,australian-open-2017-women-qf-karolina-pliskova-mirjana-lucic,0.500,0.000,unmatched_target_round_candidate,"""Karolina Pliskova"" ""Mirjana Lucic"" 2017 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,IL9JcerBMpY,https://www.youtube.com/watch?v=IL9JcerBMpY,Nadal v Raonic match highlights (QF) | Australian Open 2017,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,255,2017,QF,australian-open-2017-men-qf-milos-raonic-rafael-nadal,0.544,0.500,unmatched_target_round_candidate,"""Milos Raonic"" ""Rafael Nadal"" 2017 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,ZNgNs6KmKUg,https://www.youtube.com/watch?v=ZNgNs6KmKUg,Rafael Nadal v Milios Raonic Extended Highlights | Australian Open 2017 Quarterfinal,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,489,2017,QF,australian-open-2017-men-qf-milos-raonic-rafael-nadal,0.767,0.533,unmatched_target_round_candidate,"""Milos Raonic"" ""Rafael Nadal"" 2017 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,EsC_m-IoTXc,https://www.youtube.com/watch?v=EsC_m-IoTXc,S. Williams v Konta match highlights (QF) | Australian Open 2017,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,172,2017,QF,australian-open-2017-women-qf-johanna-konta-serena-williams,0.650,0.500,unmatched_target_round_candidate,"""Johanna Konta"" ""Serena Williams"" 2017 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,xNKGk38tJ1A,https://www.youtube.com/watch?v=xNKGk38tJ1A,Serena Williams on court interview (QF) | Australian Open 2017,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,178,2017,QF,australian-open-2017-women-qf-johanna-konta-serena-williams,0.500,0.000,unmatched_target_round_candidate,"""Johanna Konta"" ""Serena Williams"" 2017 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
Australian Open,youtube,2aAmdyIAeQ4,https://www.youtube.com/watch?v=2aAmdyIAeQ4,Vandeweghe v Williams match point (SF) | Australian Open 2017,Australian Open,UCeTKJSW1NTAkf27nNmjWt5A,86,2017,SF,australian-open-2017-women-sf-coco-vandeweghe-venus-williams,0.650,0.500,unmatched_target_round_candidate,"""Anastasia Pavlyuchenkova"" ""Venus Williams"" 2017 Australian Open quarterfinal full match",,2026-09-22T16:07:53+00:00
